랜덤,문제,출처,정답,답안,,,,
0.3769957774,"사무엘상은 모두 몇 장으로 되어있나?
  ① 29장                        ② 30장
  ③ 31장                        ④ 32장",삼상,3,,FALSE,,0,
0.9410866518,"레아가 ""여호와께서 나의 괴로움을 돌보셨으니 이제는 내 남편이 나를 사랑하리로다""라고 했던 말과 관련된 야곱의 아들의 이름은? (창29:32)
 ① 르우벤                  ② 납달리
 ③ 레위                     ④ 시므온",창,1,,FALSE,,0,
0.4412757309,"""하나님이여 주의 보좌는 영원하며 주의 나라의 규는 공평한 규이니이다""라는 표현이 들어있는 시편은?
  ① 시 45편                                           ② 시 55편
  ③ 시 65편                                           ④ 시 75편",시,1,,FALSE,,0,
0.8422827039,"""주께서 어찌하여 얼굴을 가리시고 나를 주의 (  ) 여기시나이까""(욥13:24)에서 괄호 안에 들어갈 말은?
  ① 천사로                            ② 종으로
  ③ 원수로                            ④ 친구로",욥,3,,FALSE,,0,
0.5062692909,"""너희 의인들아 여호와를 기뻐하며 즐거워할지어다 마음이 정직한 너희들아 다 즐거이 외칠지어다""라는 표현이 있는 시편은?
① 시 31편                                  ② 시 32편
③ 시 33편                                  ④ 시 34편
",시,2,,FALSE,,0,
0.6430817484,"다음 중 '아삽의 시'가 아닌 것은?
  ① 시 50편                                                  ② 시 70편
  ③ 시 73편                                                  ④ 시 83편",시,2,,FALSE,,0,
0.3420683969,"""그 선지자들이 허탄한 묵시를 보며 거짓 것을 점쳤으니 내 손이 그들을 쳐서 내 백성의 공회에 들어오지 못하게 하며… 이스라엘 땅에도 들어가지 못하게 하리니… 이렇게 칠 것은 그들이 내 백성을 유혹하여 (  ) 없으나 (  ) 있다 함이라....""(겔13:9-10)의 괄호에 공통으로 들어갈 말은?
  ① 구원이                                                        ② 평강이
  ③ 은혜가                                                        ④ 복이",겔,2,,FALSE,,0,
0.09814458389,"
출애굽기 15-17장에서 이스라엘 자손들에게 일어난 일을 상징하는 낱말들을 순서대로 나열한 것은?

① 마라 – 만나 – 맛사 – 여호와 닛시 - 엘리에셀

② 마라 – 여호와 닛시 – 만나 - 맛사 -엘리에셀

③ 마라 – 맛사 – 만나 – 여호와 닛시 - 엘리에셀

④ 마라 - 만나 - 엘리에셀 - 맛사 - 여호와 닛시
",출,1,,FALSE,,0,
0.4070619421,"""다니엘이 이 조서에 왕의 도장이 찍힌 것을 알고도 자기 집에 돌아가서는 윗 방에 올라가 (     )으로 향한 창문을 열고 전에 하던 대로 하루 세 번씩 무릎을 꿇고 기도하며 그의 하나님께 감사하였더라""는 말씀에서 괄호 안에 들어가야 할 낱말은?
  ",단,예루살렘,,FALSE,,0,
0.9068926941,"""애굽 왕이 히브리 산파 (  )라 하는 사람과 부아라 하는 사람에게 말하여 이르되 너희는 히브리 여인을 위하여 해산을 도울 때에 그 자리를 살펴서 아들이거든 그를 죽이고 딸이거든 살려두라 그러나 산파들이 하나님을 두려워하여 애굽 왕의 명령을 어기고 남자 아기들을 살린지라""(출1:15-16)의 괄호에 들어갈 말은?
 ① 십보라                      ② 십브라
 ③ 바스맛                      ④ 유딧",출,2,,FALSE,,0,
0.4713418956," 다음 중 시편의 표제어에 등장하지 않는 인물은?
  ① 다윗                  ② 솔로몬
  ③ 모세                  ④ 아브라함",시,4,,FALSE,,0,
0.5968457641,"""(    )의 줄기에서 한 싹이 나며 그 뿌리에서 한 가지가 나서 결실할 것이요"" (사 31:3)의 괄호 안에 들어가 말은?
  ",사,이새,,FALSE,,0,
0.2980062857,"""만군의 여호와께서 말씀하시되 이는 힘으로 되지 아니하며 능력으로 되지 아니하고 오직 나의 영으로 되느니라"" 는 말씀은 스가랴 몇 장 몇 절인가? ",슥,4장 6절,,FALSE,,0,
0.3998606706,"바로가 요셉에게 준 새 이름은 무엇인가?
 ① 사브낫바네아                ② 보디베라
 ③ 오홀리바마                   ④ 함므다다",창,1,,FALSE,,0,
0.5883405864,"""그 때에 주께서 환상 중에 주의 (     )에게 말씀하여 이르시기를 내가 능력 있는 용사에게는 돕는 힘을 더하며 백성 중에서 택함을 받은 자를 높였으되 내가 내 종 다윗을 찾아내어 나의 거룩한 기름을 그에게 부었도다""(시 89:19~20)는 말씀에서 괄호 안에 들어가는 말은?
① 성도들                                ② 종들
③ 백성들                                ④ 선지자들
",시,1,,FALSE,,0,
0.7232526758,"""여호와여 주의 원수들은 다 이와 같이 망하게 하시고 주를 사랑하는 자들은 해가 힘있게 돋음 같게 하시옵소서""는 누구의 노래인가?   
  ① 모세                              ② 여호수아
  ③ 미리암                           ④ 드보라",삿,4,,FALSE,,0,
0.8884387536,"""나라는 여호와의 것이요 여호와는 모든 나라의 주재심이로다""라는 표현이 나오는 시편은?
  ① 시 22편                                  ② 시 42편
  ③ 시 62편                                  ④ 시 82편",시,1,,FALSE,,0,
0.5291341842,"""여호와여 (    )하시는 하나님이여 (     )하시는 하나님이여 빛을 비추소서""(시 94:1)는 말씀에서 괄호 안에 공통으로 들어가는 말은?
① 복수                                ② 사랑
③ 보호                                ④ 심판
",시,1,,FALSE,,0,
0.6663049687,"다음 중 레위기의 속죄제에 대한 규정으로 옳지 않는 설명은 무엇인가? (레4:1-5:13)
 ① 기름부음 받은 제사장이 범죄하여 백성의 허물이 되었을 경우에 흠 없는 수송아지를 제물로 드림
 ② 평민의 한 사람이 여호화의 계명 중 하나라도 부지중에 범하면, 그 범한 죄로 말미암아 암염소를 제물로 드림
 ③ 산비둘기나 집비둘기도 바칠 여력이 없는 사람은 피흘림이 없어도 고운 가루 십분의 일 에바를 속죄제물로 드릴 수 있고, 나머지는 소제물같이 제사장에게 돌림
 ④ 평민의 한 사람이 여호와의 계명 중 하나라도 죄를 범하면 어린양을 속죄제물로 가져올 수 있으며, 이 경우에 흠 없는 수컷으로 속죄제물을 드려야함",레,4,,FALSE,,0,
0.6729241788,"""젖 먹는 아이가 독사의 구멍에서 장난하며 젖 뗀 어린 아이가 독사의 굴에 손을 넣을 것이라 내 거룩한 산 모든 곳에서 해 됨도 없고 상함도 없을 것이니 이는 물이 바다를 덮음 같이 여호와를 아는 지식이 세상에 충만할 것임이니라""는 말씀이 들어 있는 책은?
  ① 요나                                           ② 이사야 
  ③ 요엘                                           ④ 미가",사,2,,FALSE,,0,
0.896342627,"""내게 이르시되 인자야 내가 네게 주는 이 두루마리를 네 (  )에 넣으며 네 (   )에 채우라 하시기에 내가 먹으니 그것이 내 (  )에서 달기가 꿀 같더라""(겔3:3)의 괄호에 들어갈 말로 적당하지 않는 것은?
  ① 배                                            ② 창자
  ③ 마음                                         ④ 입",겔,3,,FALSE,,0,
0.2307010744,"민수기 10장 33절에서는 이스라엘 자손의 진영이 행진할 때에 여호와의 언약궤는 어디에 위치해 있었다고 기록하였는가?
 ① 진영 중앙                    ② 삼일 길 앞
 ③ 진영 선두                    ④ 하룻길 앞",민,2,,FALSE,,0,
0.7050907372,"다음 두 구절이 나오는 책을 순서대로 알맞게 적은 것은?           ""주께서 전에는 내게 노하셨사오나 이제는 주의 진노가 돌아섰고 또 주께서 나를 안위하시오니 내가 주께 감사하겠나이다""      ""너희의 하나님이 이르시되 너희는 위로하라 내 백성을 위로하라""
  ① 이사야 7장 - 이사야 40장                                     ② 이사야 12장 - 이사야 40장 
  ③ 이사야 12장 - 이사야 41장                                   ④ 이사야 9장 - 이사야 55장 ",사,2,,FALSE,,0,
0.9947044176,"""이스라엘 자손이 여호와와 다투었으므로 이를 므리바 물이라 하니라 여호와께서 그들 중에서 그 (  )을 나타내셨더라""(민20:13)의 괄호에 들어갈 말은?
 ① 온전함                       ② 긍휼
 ③ 선함                         ④ 거룩함",민,4,,FALSE,,0,
0.9273432338,"""지존자여 (      )과 (      )와 (      )으로 여호와께 감사하며 주의 이름을 찬양하고 아침마다 주의 인자하심을 알리며 밤마다 주의 상실하심을 베풂이 좋으니이다""(시 92:1~3)는 말씀에서 괄호 안에 들어가는 말이 아닌 것은?
① 나팔                                ② 십현금
③ 비파                                ④ 수금
",시,4,,FALSE,,0,
0.4459726721,"유다 지파가 헤브론에서 죽인 세 사람의 가나안 사람(의 두목)에 속하지 않는 사람은?     
  ① 세세                         ② 에델
  ③ 아히만                       ④ 달매",삿,2,,FALSE,,0,
0.2209915431,"""너희가 (     )의 율례와 (     ) 집의 모든 예법을 지키고 그들의 전통을 따르니 내가 너희를 황폐하게 하며 그의 주민을 사람의 조소거리로 만들리라 너희가 내 백성의 수욕을 담당하리라"" (미6:16)의 괄호 안에 차례대로 들어가는 말은?
  ① 모세 - 다윗                                           ② 모세 - 예후
  ③ 오므리 - 아합                                        ④ 여로보암 - 오므리",미,3,,FALSE,,0,
0.3868969566,"""너는 그 날에 네 아들에게 보여 이르기를 이 예식은 내가 애굽에서 나올 때에 여호와께서 나를 위하여 행하신 일로 말미암음이라 하고 이것으로 네 손의 기호와 네 미간의 표를 삼고 여호와의 율법이 네 입에 있게 하라 이는 여호와께서 강하신 손으로 너를 애굽에서 인도하여 내셨음이니 해마다 절기가 되면 이 규례를 지킬지니라""(출13:8)에서 말하는 절기는 무엇인가?
 ① 오순절                     ② 무교절
 ③ 수장절                     ④ 칠칠절",출,2,,FALSE,,0,
0.5214507189,"""이스라엘 자손 중 (  )세 이상으로 싸움에 나갈만한 모든 자를 너와 아론은 그 진영별로 계수하되""(민1:3)의 괄호에 들어갈 숫자는?
 ① 20                    ② 30
 ③ 40                    ④ 50",민,1,,FALSE,,0,
0.2185778962,"""내가 나의 (     )에 행하였사오며 흔들리지 아니하고 여호와를 의지하였사오니 여호와여 나를 판단하소서""(시 26:1)는 말씀에서 괄호 안에 들어가는 말은?
① 신실함                                ② 완전함
③ 정직함                                ④ 충실함
",시,2,,FALSE,,0,
0.3502650418,"""그러나 내가 주께 질문하옵나니 악한 자의 길이 형통하며 반역한 자가 다 평안함은 무슨 까닭이니이까""가 들어 있는 책은?
  ① 시편                                             ② 욥기
  ③ 전도서                                          ④ 예레미야",렘,4,,FALSE,,0,
0.4877941534,"유다 자손에 의하여 베섹에서 붙잡혀 그 수족의 엄지가락을 끊긴 아도니베섹이 끌려가 죽은 장소는?     
  ① 예루살렘                         ② 헤브론
  ③ 브엘세바                         ④ 베들레헴",삿,1,,FALSE,,0,
0.5628535246,"""나는 인애를 원하고 제사를 원하지 아니하며 번제보다 하나님을 아는 것을 원하노라""라는 말은 호세아서 몇 장 몇 절에 나오는가?
  ",호,6장 6절,,FALSE,,0,
0.6941823431,"이스라엘 백성의 출애굽 여정 및 요단 동편과 가나안을 정복한 역사를 간단히 요약한 내용을 담고 있는 입다의 연설은 사사기 몇 장에 나오는가? 
  ① 10장                            ② 11장
  ③ 12장                            ④ 13장",삿,2,,FALSE,,0,
0.6529298318,"""그 날에 내가 다윗의 무너진 장막을 일으키고 그것들의 틈을 막으며 그 허물어진 것을 일으켜서 옛적과 같이 세우고""는 아모스 몇 장에 들어 있나?
 ",암,9장,,FALSE,,0,
0.7849753194,"""사람마다 먹고 마시는 것과 수고함으로 낙을 누리는 그것이 하나님의 (  )인 줄로 또한 알았도다""(잠3:13)에서 괄호 안에 들어갈 말은?
  ① 선물                                      ② 은혜
  ③ 행사                                      ④ 수고",전,1,,FALSE,,0,
0.7929024607,"""그는 벤 풀 위에 내리는 비 같이 땅을 적시는 소낙비 같이 내리리니 그의 날에 의인이 흥왕하여 평강의 풍성함이 달이 다할 때까지 이르리로다""는 표현이 있는 시편은?
① 시 72편                                  ② 시 73편
③ 시 74편                                  ④ 시 75편
",시,1,,FALSE,,0,
0.722316348,"""여호와는 나의 반석이시요 나의 요새시요 나를 건지시는 이시요 나의 하나님이시요 내가 그 안에 피할 나의 바위시요 나의 방패시요 나의 구원의 뿔이시요 나의 산성이시로다""는 표현이 있는 시편은?
① 시 18편                                ② 시 48편
③ 시 68편                                ④ 시 118편
",시,1,,FALSE,,0,
0.2441707152,"다음과 같은 말을 한 사람들에 속하지 않는 자는?
""선지자 예레미야에게 이르되 당신은 우리의 탄원을 듣고 이 남아 있는 모든 자를 위하여 당신의 하나님 여호와께 기도해 주소서 당신이 보는 바와 같이 우리는 많은 사람 중에서 남은 적은 무리이니 당신의 하나님 여호와께서 우리가 마땅히 갈 길과 할 일을 보이시기를 원하나이다""(렘42:2-3)
  ① 군대의 지휘관                                        ② 요하난
  ③ 여사냐                                                  ④ 이스마엘",렘,4,,FALSE,,0,
0.551847325,"야곱이 요셉이 죽은 줄 알고 ""내가 슬퍼하며 (  ) 내려가 아들에게로 가리라"" (창37:35)라고 말했다. 괄호에 들어갈 말은?
 ① 스올로                ② 애굽으로
 ③ 밧단 아람으로       ④ 네겝으로",창,1,,FALSE,,0,
0.08189487212,"다음은 여호와께서 누구를 통하여 한 말인가?           ""네 거처와 네 출입과 네가 나를 거슬러 분노함을 내가 아노라 네가 나를 거슬러 분노함과 네 오만함이 내 귀에 들렸으므로 내가 갈고리로 네 코에 꿰며 재갈을 네 입에 물려 너를 오던 길로 돌아가게 하리라 하셨나이다""
  ① 이사야                                          ② 예레미야
  ③ 에스겔                                          ④ 엘리야",사,1,,FALSE,,0,
0.9179636149,"""이는 악의도 없고 해하려 한 것도 아닌즉…피를 보복하는 자의 손에서 살인자를 건져내어 그가 피하였던 (  )으로 돌려보낼 것이요. 그는 거룩한 기름부음을 받은 대제사장이 죽기까지 거기 거주할 것이니라""(민35:23-25)의 괄호에 들어갈 말은?",민,도피성,,FALSE,,0,
0.8906429823,"하나님이 다윗과 더불어 영원한 언약을 세웠다는 말씀이 기록된 곳은?
 ① 사무엘상 20장
 ② 사무엘하 23장
 ③ 열왕기상 10장
 ④ 열왕기하 20장",삼하,2,,FALSE,,0,
0.1144197576,"바로가 ""너희는 나를 위하여 간구하라""고 말한 것은 어떤 재앙 때인가?(출8:28)
 ① 이                   ② 파리
 ③ 악질                ④ 악성종기",출,2,,FALSE,,0,
0.6921586661,"다윗이 솔로몬에게 은총을 베풀어 그의 상에서 먹는 자 중에 참여하게 하라고 유언한 사람은 누구인가?
  ① 요압의 아들들                             ② 바르실래의 아들들
  ③ 시므이의 아들들                          ④ 세바의 아들들",왕상,2,,FALSE,,0,
0.4823069502,"신명기 1장 6-8절에는 하나님 여호와께서 이스라엘 자손에게 어디에서 말씀하셨고, 그들에게 어디까지 가라고 명령하셨다고 기록되어 있습니까?
 ① 시내광야 - 요단강
 ② 시내산 - 가나안 땅
 ③ 호렙산 - 유브라데
 ④ 호렙산 - 대해",신,3,,FALSE,,0,
0.8985468558,"""자는 자여 어찌함이냐 일어나서 네 하나님께 구하라 혹시 하나님이 우리를 생각하사 망하지 아니하게 하시리라""라는 말은 누구에게 말한 것인가? 
  ① 엘리야                                   ② 바알 선지자
  ③ 선장                                      ④ 요나",욘,4,,FALSE,,0,
0.3253532451,"다음 가운데서 스가랴가 본 것은?
  ① 담 곁에 손에 다림줄을 잡고 서신 주          ② 여름 과일 한 광주리 
  ③ 네 뿔과 네 대장장이                               ④ 동쪽을 행해 절하는 사람들",슥,3,,FALSE,,0,
0.4570403907,"""너희가 요단을 건너 네 하나님 여호와께서 네게 주시는 땅에 들어가는 날에 큰 돌들을 세우고 석회를 바르라 요단을 건넌 후에 이 (  )의 모든 말씀을 그 위에 기록하라""(신27:2-3)의 괄호에 들어갈 말은?",신,율법,,FALSE,,0,
0.01984146081,"사울이 속한 지파는?
  ① 단                           ② 므낫세
  ③ 베냐민                      ④ 에브라임",삼상,3,,FALSE,,0,
0.4173142486,"유다 왕 요시야 때 여호와의 말씀이 임한 두 예언자는? 
 ① 예레미야와 스바냐
 ② 예레미야와 스가랴
 ③ 스바냐와 학개
 ④ 학개와 스가랴",습,1,,FALSE,,0,
0.4488935401,"다음은 그랄 왕 아비멜렉이 아브라함의 아내 사라를 그의 누이로 알고 데려갔을 때에, 하나님께서 아비멜렉의 꿈에 현몽하여 해주셨던 말씀이다. 괄호 안에 들어갈 아브라함의 호칭은? 
""이제 그 사람의 아내를 돌려보내라. 그는 (  )라/이라…""(창20:7)
 ① 예언자                  ② 나의 종
 ③ 하나님의 사람        ④ 선지자",창,4,,FALSE,,0,
0.3156436989,"다음 중 시편 84편에 등장하지 않는 표현은?
 ① 주께서 택하시고 가까이 오게 하사 주의 뜰에 살게 하신 사람은 복이 있나이다
 ② 주의 집에 사는 자들은 복이 있나니 그들이 항상 주를 찬송하리이다
 ③ 주께 힘을 넏고 그 마음에 그 마음에 시온의 대로가 있는 자는 복이 있나이다
 ④ 만군의 여호와여 주께 의지하는 자는 복이 있나이다",시,1,,FALSE,,0,
0.8826011751,"""복 있는 사람은 악인들의 꾀를 따르지 아니하며 죄인들의 길에 서지 아니하며  오만한 자들의 자리에 앉지 아니하고 오직 여호와의 (     )을 즐거워하여 그의 (     )을 주야로 묵상하는도다""(시 1:1~2)는 말씀에서 괄호 안에 들어갈 말은?",시,율법,,FALSE,,0,
0.271393899,"다음 중 여호와의 말씀을 청종할 때 받을 복과 악을 행하여 여호와를 잊으므로 여호와께서 내리실 벌에 대한 내용은 신명기의 어디에 기록되어 있는가?
 ① 25-27장                         ② 28-30장
 ③ 31-34장                         ④ 38-39장",신,2,,FALSE,,0,
0.9475947203,"""너를 축복하는 자에게는 내가 복을 내리고 너를 저주하는 자에게는 내가 저주하리니 땅의 모든 족속이 너로 말미암아 (  )을 얻을 것이라""의 괄호에 들어갈 말은?
 ① 재물            ② 이름
 ③ 복               ④ 사람",창,3,,FALSE,,0,
0.4449172124,"""나는 오지 주의 (     ) 의지하였사오니 나의 마음은 주의 (      ) 기뻐하리이다""(시 13:5)는 말씀에서 괄호 안에 들어가는 말은?
① 자비를, 긍휼을                                ② 은총을, 공의를
③ 말씀을, 율법을                                ④ 사랑을, 구원을
",시,4,,FALSE,,0,
0.4899983822,"""거기에 대로가 있어 그 길을 거룩한 길이라 일컫는 바 되리니 깨끗하지 못한 자는 지나가지 못하겠고 오직 구속함을 입은 자들을 위하여 있게 될 것이라 우매한 행인은 그 길로 다니지 못할 것이며 거기에는 사자가 없고 사나운 짐승이 그리로 올라가지 아니하므로 그것을 만나지 못하겠고 오직 구속함을 받은 자만 그리로 행할 것이며""라는 말씀이 들어 있는 책은?
  ① 요엘                                                    ② 하박국 
  ③ 이사야                                                 ④ 에스겔",사,3,,FALSE,,0,
0.2805049934,"신명기 32장 15절과 33장 5절과 26절에게 공통적으로 사용된 용어로서 이스라엘 자손을 지칭하는 다른 표현은 무엇이었습니까?
 ① 여수룬                            ② 여디디야
 ③ 헵시바                            ④ 야곱의 아들들",신,1,,FALSE,,0,
0.7200360405,"사무엘하 22장과 거의 동일한 내용이 들어 있는 시편은?
  ① 시 18편                                    ② 시 28편
  ③ 시 38편                                    ④ 시 48편",시,1,,FALSE,,0,
0.1235512882,"""(  )이후로 이스라엘 가운데서 유월절을 이같이 지키지 못하였고 이스라엘 모든 왕들도 요시야가 제사장들과 레위 사람들과 모인 온 유다와 이스라엘 무리와 예루살렘 주민과 함께 지킨 것처럼은 유월절을 지키지 못하였더라""에서 괄호 안에 들어갈 말은?
  ① 여호수아                             ② 사무엘
  ③ 솔로몬                               ④ 히스기야",대하,2,,FALSE,,0,
0.8789108359,"""내가 그들을 그들의 땅에 심으리니 그들이 내가 중 땅에서 다시 뽑히지 아니하리라""라는 여호와의 말씀으로 끝나는 책은?",암,아모스,,FALSE,,0,
0.818039504,이 모든 땅이 폐허가 되어 놀랄 일이 될 것이며 이 민족들은 (  )년 동안 바벨론의 왕을 섬기리라,렘,70,,FALSE,,0,
0.3076019066,"""그가 이르되 네 이름을 다시는 야곱이라 부를 것이 아니요 (  )이라 부를 것이니 이는 네가 하나님과 및 사람들과 겨루어 이겼음이니라"" (창32:28)에서 괄호에 들어갈 말은?",창,이스라엘,,FALSE,,0,
0.2700244126,"민수기 10장 31절에 기록된 모세의 요청은 누구에게 했던 말인가?
""….우리를 떠나지 마소서, 당신은 우리가 광야에서 어떻게 진 칠지를 아나니 우리의 눈이 되리이다""
 ① 모세의 장인 이드로
 ② 모세의 장인 르우엘의 아들 호밥
 ③ 갈렙
 ④ 아론",민,2,,FALSE,,0,
0.3718788124,"""너희는 여호와를 만날 만한 때에 찾으라 가까이 계실 때에 그를 부르라 악인은 그의 길을, 불의한 자는 그의 생각을 버리고 여호와께로 돌아오라 그리하면 그가 긍휼히 여기시리라 우리 하나님께로 돌아오라 그리하면 그가 긍휼히 여기시리라 우리 하나님께로 돌아오라 그가 너그럽게 용서하시리라""는 어느 책에 나오는 말씀인가?
  ① 시편                                                       ② 이사야 
  ③ 에스겔                                                    ④ 스바냐",사,2,,FALSE,,0,
0.2130986597,"하늘이 열리며 하나님의 모습이 에스겔에게 보인 곳은 어느 강가였나?
  ① 요단 강가                                                   ② 을래 강가
  ③ 그발 강가                                                   ④ 나일 강가",겔,3,,FALSE,,0,
0.06995026928,"시므온 자손의 기업은 누구의 기업 중에서 취한 것인가?
 ① 베냐민                   ② 에브라임
 ③ 르우벤                   ④ 유다",수,4,,FALSE,,0,
0.7687255928,"""원수를 갚지 말며 동포를 원망하지 말며 네 (  )하기를 네 자신과 같이 (  )하라 나는 여호와이니라""(레19:18)에서 괄호에 들어갈 말을 순서대로 기록하시오.",레,"이웃 사랑, 사랑",,FALSE,,0,
0.262823156,"""너희가 이 큰 폭풍을 만난 것이 나 때문인 줄을 내가 아노라""에서 '나'는 누구인가? 
  ① 솔로몬                                          ② 요나
  ③ 아론                                             ④ 요엘 ",욘,2,,FALSE,,0,
0.379927713,"사울의 아버지 기스가 잃어버리고 그 아들 사울에게 찾아오라 명령한 가축은?
  ① 암소                           ② 암나귀
  ③ 말                             ④ 수염소",삼상,2,,FALSE,,0,
0.6113607752,"애굽에 내린 열 가지 재앙에 속하지 않는 것은?
 ① 우박                       ② 모래
 ③ 메뚜기                     ④ 흑암",출,2,,FALSE,,0,
0.2430402205,"""또 내게 이르시되 인자야 너는 생기를 향하여 대언하라 생기에게 대언하여 이르기를 주 여호와께서 이같이 말씀하시기를 생기야 사방에서부터 와서 이 죽음을  당한 자에게 불어서 살아나게 하라 하셨다 하라 이에 내가 그 명령대로 대언하였더니 생기가 그들에게 들어가매 그들이 곧 살아나서 일어나 서는데 극히 큰 군대더라""는 에스겔 몇 장에 나오는가?
  ① 33장                                                      ② 35장
  ③ 36장                                                      ④ 37장",겔,4,,FALSE,,0,
0.9443238336,"아하수에로 왕이 베푼 잔치들 가운데 잔치의 목적이 아니었던 것은?
 ① 그의 모든 지방관과 신하들을 위하여
 ② 도성 수산에 있는 귀천간의 백성을 위하여
 ③ 여인들을 위하여
 ④ 에스더를 위하여",에,3,,FALSE,,0,
0.677108879,"""이스라엘의 아들은 이러하니 르우벤과 시므온과 레위와 유다와 잇사갈과 스불론과 단과 요셉과 (  )과 납달리와 갓과 아셀이더라""(대상2:2)의 괄호에 들어갈 말은?
  ① 야곱                                ② 아브라함
  ③ 베냐민                             ④ 이삭",대상,3,,FALSE,,0,
0.100016434,"""볼지어다 나는 백향목 궁에 살거늘 하나님의 궤는 휘장 가운데에 있도다""라는 말은 다윗이 누구에게 한 말인가?
  ① 나단                               ② 갓
  ③ 솔로몬                             ④ 요압",삼하,1,,FALSE,,0,
0.8631245534,"에스겔과 같은 시대에 살았던 사람은?
  ① 이사야                                                ② 학개
  ③ 예레미야                                             ④ 호세아",겔,3,,FALSE,,0,
0.2928893058,"욥이 과거에 자신에게 있었던 번영의 때를 회고하는 내용은 욥기 몇 장에 나오는가?
  ① 29장                                 ② 30장
  ③ 31장                                 ④ 32장",욥,1,,FALSE,,0,
0.4180348472,"""여호와의 손이 짧아 구원하지 못하심도 아니요 귀가 둔하여 듣지 못하심도 아니라 오직 너희 (     ) 너희와 너희 하나님 사이를 갈라 놓았고 너희 (     ) 그의 얼굴을 가리어서 너희에게서 듣지 않으시게 함이니라"" (사 59:1~2)의 괄호 안에 차례대로 들어가는 말은?
  ① 죄악이, 죄가                                      ② 교만이, 거짓이
  ③ 어리석음이, 우매함이                          ④ 지혜가, 꾀가",사,1,,FALSE,,0,
0.3284114799,"가나안 왕 야빈의 군대장관 시스라는 누구에게 죽임을 당했나?
  ① 야엘                              ② 드보라
  ③ 바락                              ④ 야빈",삿,1,,FALSE,,0,
0.09317348957,"여호와께서 그 마음을 감동시키시매 온 나라에 공포도 하고 조서도 내려 유다 예루살렘에 성전을 건축하라고 말한 바사(페르시아왕)의 왕은?
  ① 다리오                                   ② 고레스
  ③ 아닥사스다                              ④ 아하수에로", 대하,2,,FALSE,,0,
0.4156212002,"""이제 내가 바로에게 하는 일을 네가 보리라 (  )으로 말미암아 바로가 그들을 보내리라 (  )으로 말미암아 바로가 그들을 그의 땅에서 쫓아 내리라"" (출6:1)의 두 괄호에 공통으로 들어갈 말은? 
 ① 편 손                            ② 강한 손
 ③ 기적                             ④ 심판",출,2,,FALSE,,0,
0.2860463763,"이스라엘 왕 바아사는 어느 지파 사람인가?
  ① 에브라임                              ② 잇사갈
  ③ 베냐민                                 ④ 스불론",왕상,2,,FALSE,,0,
0.4264420749,"""내게 배역한 이스라엘이 간음을 행하였으므로 내가 그를 내쫓고 그에게 이혼서까지 주었으되 그의 반역한 자매 유다가 두려워하지 아니하고 자기도 가서 행음함을 내가 보았노라. 그가 돌과 (  )로 더불어 행음함을 가볍게 여기고 행음하여 이 땅 더럽혔거늘 이 모든 일이 있어도 그의 반역한 자매 유다가 진심으로 내게 돌아오지 아니하고 거짓으로 할 뿐이니라 여호와의 말씀이니라""(렘3:8-10)의 괄호에 들어갈 말은?",렘,나무,,FALSE,,0,
0.6345839955,"""내가 유다를 당긴 활로 삼고 에브라임을 끼운 화살로 삼았으니 시온아 내가 내가 네 자식들을 일으켜 (    ) 자식들을 치게 하며 너를 용사의 칼과 같게 하리라"" (슥 9:13)의 괄호 안에 들어가 말은?
  ① 바사(=-페르시아)                    ② 헬라
  ③ 애굽                                      ④ 바벨론",슥,2,,FALSE,,0,
0.4935855826,"시편 24편과 유사한 주제를 담고 있는 시편은? (성전 입장 의식 시편)
  ① 시 15편                                  ② 시 25편
  ③ 시 35편                                  ④ 시 45편",시,1,,FALSE,,0,
0.4998464805,"""주의 인자하심을 (     )에서 주의 성실하심을 (    ) 중에서 선포할 수 있으리이까 흑암 중에서 주의 기적과 잊음의 땅에서 주의 공의를 알 수 있으리이까""(시 88:11~12)는 말씀에서 괄호 안에 차례대로 들어가는 말은?
① 무덤, 멸망                                   ② 광야, 사막
③ 혼돈, 공허                                   ④ 하늘, 땅
",시,1,,FALSE,,0,
0.7236232409,"""이 모든 땅이 폐허가 되어 놀랄 일이 될 것이며 이 민족들은 (  )년 동안 바벨론 왕을 섬기리라""(렘25:11)의 괄호에 들어갈 말은?
  ① 사십                                                     ② 오십
  ③ 육십                                                     ④ 칠십",렘,4,,FALSE,,0,
0.9899457648,"그 때에 사람의 손가락이 나타나서 왕궁 촛대 맞은편 석회벽에 글자를 쓰는데 왕이 그 글자 쓰는 손가락을 본지라 이에 왕의 즐기던 얼굴 빛이 변하고 그 생각이 번빈하여 넓적다리 마디가 녹는 듯하고 그의 무릎이 서로 부딪친지라"" (단 5:5~6)에서 왕은 누구인가?
  ① 벨사살                                       ② 느부갓네살 
  ③ 고레스                                       ④ 다리오",단,1,,FALSE,,0,
0.6609642695,"룻이 살았던 때는 언제인가?
  ① 사사 시대                         ② 솔로몬 시대
  ③ 요시야 시대                       ④ 히스기야 시대",룻,1,,FALSE,,0,
